20190102 # magic number
# Give level energies in cm^-1 for each ion.
# Each line gives n, l, S, J, energy.
# The last entry for each ion is the ionization potential.
# It is marked with negative quantum numbers. The ionization
# potential MUST be the last entry for a given element!
#
# NIST data for n<=6 were downloaded using ADM.
#
# The remaining data were calculated using the ATLL r123
#
 1  0  2 0.5      0.0000000000     0.0000000010
 2  1  2 0.5  82258.9191133        0.0000003   
 2  0  2 0.5  82258.9543992821     0.0000000010
 2  1  2 1.5  82259.2850014        0.0000004   
 3  1  2 0.5  97492.211200         0.000007    
 3  0  2 0.5  97492.221701         0.000007    
 3  2  2 1.5  97492.319433         0.000020    
 3  1  2 1.5  97492.319611         0.000007    
 3  2  2 2.5  97492.355566         0.000007    
 4  1  2 0.5 102823.8485825        0.0000005   
 4  0  2 0.5 102823.8530211        0.0000003   
 4  2  2 1.5 102823.894250         0.000008    
 4  1  2 1.5 102823.8943175        0.0000003   
 4  2  2 2.5 102823.9094871        0.0000008   
 4  3  2 2.5 102823.90949          0.00005     
 4  3  2 3.5 102823.917091         0.000013    
 5  1  2 0.5 105291.62867          0.00004     
 5  0  2 0.5 105291.63094          0.00004     
 5  2  2 1.5 105291.651993         0.000023    
 5  1  2 1.5 105291.65209          0.00004     
 5  2  2 2.5 105291.659796         0.000023    
 5  3  2 2.5 105291.65983494       0.00000008  
 5  3  2 3.5 105291.66370          0.00005     
 5  4  2 3.5 105291.66373033       0.00000008  
 5  4  2 4.5 105291.66607200       0.00000008  
 6  1  2 0.5 106632.1485242        0.0000010   
 6  0  2 0.5 106632.1498416        0.0000007   
 6  2  2 1.5 106632.1620536        0.0000013   
 6  1  2 1.5 106632.1620756        0.0000010   
 6  3  2 2.5 106632.16656761       0.00000008  
 6  2  2 2.5 106632.1665697        0.0000004   
 6  4  2 3.5 106632.16882188       0.00000008  
 6  3  2 3.5 106632.16882614       0.00000008  
 6  5  2 4.5 106632.17017434       0.00000008  
 6  4  2 4.5 106632.17017701       0.00000008  
 6  5  2 5.5 106632.17107779       0.00000008  
 7 -1 -1 -1 107440.4510
 8 -1 -1 -1 107965.0579
 9 -1 -1 -1 108324.7265
10 -1 -1 -1 108581.99524
11 -1 -1 -1 108772.34497
12 -1 -1 -1 108917.12153
13 -1 -1 -1 109029.79172
14 -1 -1 -1 109119.19206
15 -1 -1 -1 109191.31568
16 -1 -1 -1 109250.34358
17 -1 -1 -1 109299.26445
18 -1 -1 -1 109340.260617
19 -1 -1 -1 109374.955669
20 -1 -1 -1 109404.577741
21 -1 -1 -1 109430.069704
22 -1 -1 -1 109452.165136
23 -1 -1 -1 109471.441693
24 -1 -1 -1 109488.359251
25 -1 -1 -1 109503.287592
26 -1 -1 -1 109516.526782
27 -1 -1 -1 109528.322370
28 -1 -1 -1 109538.876855
29 -1 -1 -1 109548.358435
30 -1 -1 -1 109556.9077528
31 -1 -1 -1 109564.6431366
32 -1 -1 -1 109571.6647213
33 -1 -1 -1 109578.0577027
34 -1 -1 -1 109583.8949355
35 -1 -1 -1 109589.2390172
36 -1 -1 -1 109594.1439739
37 -1 -1 -1 109598.6566309
38 -1 -1 -1 109602.8177345
39 -1 -1 -1 109606.6628752
40 -1 -1 -1 109610.2232507
41 -1 -1 -1 109613.5263013
42 -1 -1 -1 109616.5962400
43 -1 -1 -1 109619.4544974
44 -1 -1 -1 109622.1200969
45 -1 -1 -1 109624.6099718
46 -1 -1 -1 109626.9392352
47 -1 -1 -1 109629.1214096
48 -1 -1 -1 109631.1686239
49 -1 -1 -1 109633.0917821
50 -1 -1 -1 109634.9007086
-1 -1 -1 -1.0 109678.77174307   1e-07           
#
# 
# Bibliography:
# -------------
# PUB     Refcode: HDEL on NIST
# PUBCON      URL: http://www.nist.gov/pml/data/hdel/index.cfm
# 
# PUB     Refcode: L15291 on NIST
# PUBCON      URL: https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&db_id=15291&comment_code=&amp;element=H&amp;spectr_charge=1&amp;ref=15291&amp;type=E
# PUBCON    Title: A Critical Compilation of Experimental Data on Spectral Lines and Energy Levels of Hydrogen, Deuterium, and Tritium
# PUBCON  Authors: A. E. Kramida
# PUBCON  Journal: At. Data Nucl. Data Tables 96, 586–644 (2010); Erratum:  126, 295–298 (2019)
# PUBCON      DOI: https://doi.org/10.1016/j.adt.2010.05.001
