20190102 # magic number
# Give level energies in cm^-1 for each ion.
# Each line gives n, l, S, J, energy, energy uncertainty.
# The last entry for each ion is the ionization potential.
# It is marked with negative quantum numbers. The ionization
# potential MUST be the last entry for a given element!
#
# NIST data for n<=2 were downloaded using ADM.
#
 1  0  1  0         0   150  
 2  0  3 -1 198321607    21  
 2  1  3  1 198873474.4   7.7
 2  1  3  0 198889692.4   9.3
 2  0  1  0 198910204    21  
 2  1  3  2 200917311.7   3.3
 2  1  1  1 201175436.9   3.4
#
# 
# Bibliography:
# -------------
# PUB     Refcode: L21139 on NIST
# PUBCON      URL: https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&db_id=21139&comment_code=&element=In&spectr_charge=48&ref=21139&type=E
# PUBCON    Title: Theoretical Energy Levels of 1sns and 1snp States of Helium-Like Ions
# PUBCON  Authors: V. A. Yerokhin and A. Surzhykov
# PUBCON Citation: J. Phys. Chem. Ref. Data 48, 033104 (2019)
# PUBCON      DOI: https://doi.org/10.1063/1.5121413
